"","X","sample.id","Original.id","Location.Sample.date","Facility","Year","Season","Production","Room","Object","APC","APC_log","keep","APC_bin"
"241",184,"sample-190","26","NL.26.3","Facility 3",2023,"Winter","During","Filling","Drain",40,1.60205999132796,FALSE,"Low"
"242",185,"sample-191","27","NL.27.2","Facility 3",2022,"Fall","During","Filling","Cleaning Tools",15,1.17609125905568,TRUE,"Low"
"243",188,"sample-194","29","NL.29.2","Facility 3",2022,"Fall","During","Filling","Wall/Ceiling",0,0,FALSE,"Low"
"244",189,"sample-195","3","NL.03.2","Facility 3",2022,"Fall","During","Warehouse","Forklift/Pallet Jack",160,2.20411998265592,FALSE,"Low"
"245",193,"sample-199","30","NL.30.3","Facility 3",2023,"Winter","During","Filling","Hose",0,0,TRUE,"Low"
"246",194,"sample-200","31","NL.31.2","Facility 3",2022,"Fall","During","Filling","Door",335,2.52504480703685,TRUE,"Low"
"247",195,"sample-201","31","NL.31.3","Facility 3",2023,"Winter","During","Filling","Door",200,2.30102999566398,TRUE,"Low"
"248",196,"sample-202","32","NL.32.2","Facility 3",2022,"Fall","During","Filling","FPE Structure",980,2.99122607569249,TRUE,"Low"
"249",199,"sample-205","33","NL.33.4","Facility 3",2023,"Spring","During","Filling","Door",160,2.20411998265592,FALSE,"Low"
"250",200,"sample-206","33","NL.33.3","Facility 3",2023,"Winter","During","Filling","Door",160,2.20411998265592,TRUE,"Low"
"251",202,"sample-208","35","NL.35.2","Facility 3",2022,"Fall","During","Warehouse","Door",65,1.81291335664286,TRUE,"Low"
"252",203,"sample-209","36","NL.36.2","Facility 3",2022,"Fall","During","Filling","FPE Structure",635,2.80277372529198,TRUE,"Low"
"253",204,"sample-210","36","NL.36.3","Facility 3",2023,"Winter","During","Filling","FPE Structure",760,2.88081359228079,TRUE,"Low"
"254",205,"sample-211","37","NL.37.2","Facility 3",2022,"Fall","During","Filling","Conveyor",125,2.09691001300806,TRUE,"Low"
"255",206,"sample-212","37","NL.37.4","Facility 3",2023,"Spring","During","Filling","Conveyor",240,2.38021124171161,FALSE,"Low"
"256",208,"sample-214","38","NL.38.4","Facility 3",2023,"Spring","During","Filling","FPE Structure",1000,3,TRUE,"Low"
"257",210,"sample-216","39","NL.39.2","Facility 3",2022,"Fall","During","Filling","Conveyor",35,1.54406804435028,TRUE,"Low"
"258",211,"sample-217","39","NL.39.4","Facility 3",2023,"Spring","During","Filling","Conveyor",360,2.55630250076729,TRUE,"Low"
"259",212,"sample-218","39","NL.39.3","Facility 3",2023,"Winter","During","Filling","Conveyor",600,2.77815125038364,TRUE,"Low"
"260",219,"sample-225","41","NL.41.2","Facility 3",2022,"Fall","During","Filling","Conveyor",30,1.47712125471966,TRUE,"Low"
"261",220,"sample-226","41","NL.41.4","Facility 3",2023,"Spring","During","Filling","Conveyor",520,2.7160033436348,TRUE,"Low"
"262",221,"sample-227","41","NL.41.3","Facility 3",2023,"Winter","During","Filling","Conveyor",480,2.68124123737559,TRUE,"Low"
"263",223,"sample-229","42","NL.42.4","Facility 3",2023,"Spring","During","Filling","Hose",240,2.38021124171161,TRUE,"Low"
"264",228,"sample-234","44","NL.44.2","Facility 3",2022,"Fall","During","Filling","Non-FPE Structure",25,1.39794000867204,TRUE,"Low"
"265",232,"sample-238","45","NL.45.3","Facility 3",2023,"Winter","During","Filling","Drain",720,2.85733249643127,FALSE,"Low"
"266",236,"sample-242","47","NL.47.2","Facility 3",2022,"Fall","During","Filling","FPE Structure",135,2.13033376849501,TRUE,"Low"
"267",239,"sample-245","48","NL.48.2","Facility 3",2022,"Fall","During","Filling","Door",40,1.60205999132796,FALSE,"Low"
"268",240,"sample-246","48","NL.48.4","Facility 3",2023,"Spring","During","Filling","Door",120,2.07918124604762,FALSE,"Low"
"269",241,"sample-247","48","NL.48.3","Facility 3",2023,"Winter","During","Filling","Door",440,2.64345267648619,FALSE,"Low"
"270",248,"sample-254","51","NL.51.2","Facility 3",2022,"Fall","During","Warehouse","Fan/Vent",360,2.55630250076729,TRUE,"Low"
"271",249,"sample-255","51","NL.51.4","Facility 3",2023,"Spring","During","Warehouse","Fan/Vent",280,2.44715803134222,TRUE,"Low"
"272",254,"sample-260","6","NL.06.2","Facility 3",2022,"Fall","During","Warehouse","Non-FPE Structure",240,2.38021124171161,TRUE,"Low"
"273",256,"sample-262","6","NL.06.3","Facility 3",2023,"Winter","During","Warehouse","Non-FPE Structure",440,2.64345267648619,TRUE,"Low"
"274",263,"sample-269","9","NL.09.4","Facility 3",2023,"Spring","During","Post-Pasteurization ","Non-FPE Structure",0,0,TRUE,"Low"
"275",270,"sample-276","E2","NL.E2.4","Facility 3",2023,"Spring","During","Office/Hallway","Non-FPE Structure",360,2.55630250076729,FALSE,"Low"
"276",271,"sample-277","E20","NL.E20.4","Facility 3",2023,"Spring","During","Filling","Conveyor",760,2.88081359228079,TRUE,"Low"
"277",272,"sample-278","E21","NL.E21.4","Facility 3",2023,"Spring","During","Filling","Conveyor",0,0,TRUE,"Low"
"278",273,"sample-279","E23","NL.E23.4","Facility 3",2023,"Spring","During","Filling","Conveyor",520,2.7160033436348,TRUE,"Low"
"279",275,"sample-281","E5","NL.E5.4","Facility 3",2023,"Spring","During","Filling","Non-FPE Structure",240,2.38021124171161,FALSE,"Low"
"280",287,"sample-293","12","WS.12.3","Facility 1",2023,"Winter","During","Raw","Fan/Vent",880,2.94448267215017,TRUE,"Low"
"281",290,"sample-296","13","WS.13.3","Facility 1",2023,"Winter","During","Raw","FPE Structure",840,2.92427928606188,TRUE,"Low"
"282",292,"sample-298","14","WS.14.4","Facility 1",2023,"Spring","During","Warehouse","Floor Object",80,1.90308998699194,TRUE,"Low"
"283",294,"sample-300","15","WS.15.2","Facility 1",2022,"Fall","During","Warehouse","Non-FPE Structure",710,2.85125834871908,FALSE,"Low"
"284",295,"sample-301","15","WS.15.4","Facility 1",2023,"Spring","During","Warehouse","Non-FPE Structure",80,1.90308998699194,TRUE,"Low"
"285",296,"sample-302","16","WS.16.2","Facility 1",2022,"Fall","During","Warehouse","Floor Object",365,2.56229286445647,TRUE,"Low"
"286",298,"sample-304","17","WS.17.2","Facility 1",2022,"Fall","During","Warehouse","Cleaning Tools",630,2.79934054945358,TRUE,"Low"
"287",301,"sample-307","18","WS.18.2","Facility 1",2022,"Fall","During","Warehouse","Wall/Ceiling",15,1.17609125905568,TRUE,"Low"
"288",302,"sample-308","18","WS.18.4","Facility 1",2023,"Spring","During","Warehouse","Wall/Ceiling",0,0,FALSE,"Low"
"289",303,"sample-309","18","WS.18.3","Facility 1",2023,"Winter","During","Warehouse","Wall/Ceiling",0,0,FALSE,"Low"
"290",304,"sample-310","19","WS.19.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","Fan/Vent",0,0,TRUE,"Low"
"291",309,"sample-315","21","WS.21.4","Facility 1",2023,"Spring","During","Post-Pasteurization ","Door",720,2.85733249643127,FALSE,"Low"
"292",311,"sample-317","22","WS.22.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","Cart/Rolling Bins",0,0,TRUE,"Low"
"293",314,"sample-320","24","WS.24.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","Floor Object",275,2.43933269383026,TRUE,"Low"
"294",316,"sample-322","24","WS.24.3","Facility 1",2023,"Winter","During","Post-Pasteurization ","Floor Object",480,2.68124123737559,TRUE,"Low"
"295",317,"sample-323","25","WS.25.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","FPE Structure",90,1.95424250943932,TRUE,"Low"
"296",320,"sample-326","26","WS.26.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","Hose",5,0.698970004336019,TRUE,"Low"
"297",321,"sample-327","26","WS.26.4","Facility 1",2023,"Spring","During","Post-Pasteurization ","Hose",80,1.90308998699194,TRUE,"Low"
"298",329,"sample-335","29","WS.29.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","Floor Object",0,0,FALSE,"Low"
"299",332,"sample-338","30","WS.30.4","Facility 1",2023,"Spring","During","Post-Pasteurization ","Cart/Rolling Bins",360,2.55630250076729,FALSE,"Low"
"300",337,"sample-343","33","WS.33.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","Non-FPE Structure",370,2.56820172406699,TRUE,"Low"
"301",338,"sample-344","33","WS.33.4","Facility 1",2023,"Spring","During","Post-Pasteurization ","Non-FPE Structure",1,0,TRUE,"Low"
"302",339,"sample-345","33","WS.33.3","Facility 1",2023,"Winter","During","Post-Pasteurization ","Non-FPE Structure",1,0,FALSE,"Low"
"303",346,"sample-352","37","WS.37.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","Non-FPE Structure",0,0,TRUE,"Low"
"304",347,"sample-353","37","WS.37.3","Facility 1",2023,"Winter","During","Post-Pasteurization ","Non-FPE Structure",600,2.77815125038364,TRUE,"Low"
"305",348,"sample-354","38","WS.38.2","Facility 1",2022,"Fall","During","Filling","Door",0,0,TRUE,"Low"
"306",357,"sample-363","40","WS.40.3","Facility 1",2023,"Winter","During","Filling","Cart/Rolling Bins",240,2.38021124171161,TRUE,"Low"
"307",367,"sample-373","44","WS.44.2","Facility 1",2022,"Fall","During","Filling","Floor Object",285,2.45484486000851,TRUE,"Low"
"308",369,"sample-375","45","WS.45.2","Facility 1",2022,"Fall","During","Filling","Conveyor",140,2.14612803567824,TRUE,"Low"
"309",370,"sample-376","45","WS.45.4","Facility 1",2023,"Spring","During","Filling","Conveyor",120,2.07918124604762,TRUE,"Low"
"310",375,"sample-381","47","WS.47.2","Facility 1",2022,"Fall","During","Warehouse","Door",160,2.20411998265592,TRUE,"Low"
"311",377,"sample-383","47","WS.47.3","Facility 1",2023,"Winter","During","Warehouse","Door",960,2.98227123303957,TRUE,"Low"
"312",381,"sample-387","49","WS.49.2","Facility 1",2022,"Fall","During","Warehouse","Fan/Vent",330,2.51851393987789,TRUE,"Low"
"313",387,"sample-393","50","WS.50.2","Facility 1",2022,"Fall","During","Warehouse","Fan/Vent",0,0,TRUE,"Low"
"314",388,"sample-394","50","WS.50.4","Facility 1",2023,"Spring","During","Warehouse","Fan/Vent",560,2.7481880270062,TRUE,"Low"
"315",390,"sample-396","51","WS.51.2","Facility 1",2022,"Fall","During","Post-Pasteurization ","FPE Structure",95,1.97772360528885,TRUE,"Low"
"316",396,"sample-402","7","WS.07.2","Facility 1",2022,"Fall","During","Warehouse","Door",0,0,TRUE,"Low"
"317",397,"sample-403","7","WS.07.3","Facility 1",2023,"Winter","During","Warehouse","Door",360,2.55630250076729,TRUE,"Low"
"318",403,"sample-409","E1","WS.E1.4","Facility 1",2023,"Spring","During","Warehouse","Non-FPE Structure",360,2.55630250076729,TRUE,"Low"
"319",404,"sample-410","E10","WS.E10.4","Facility 1",2023,"Spring","During","Filling","Conveyor",320,2.50514997831991,TRUE,"Low"
"320",405,"sample-411","E11","WS.E11.4","Facility 1",2023,"Spring","During","Filling","Conveyor",1000,3,TRUE,"Low"
"321",412,"sample-418","E9","WS.E9.4","Facility 1",2023,"Spring","During","Filling","Conveyor",280,2.44715803134222,FALSE,"Low"
"322",413,"sample-423","10A","B.10A.1","Facility 2",2022,"Summer","Before","Raw","Cleaning Tools",0,0,FALSE,"Low"
"323",414,"sample-424","10B","B.10B.1","Facility 2",2022,"Summer","During","Raw","Cleaning Tools",0,0,FALSE,"Low"
"324",415,"sample-425","11A","B.11A.1","Facility 2",2022,"Summer","Before","Raw","Cleaning Tools",0,0,FALSE,"Low"
"325",416,"sample-426","12B","B.12B.1","Facility 2",2022,"Summer","During","Raw","Door",20,1.30102999566398,FALSE,"Low"
"326",419,"sample-429","14A","B.14A.1","Facility 2",2022,"Summer","Before","Post-Pasteurization ","FPE Structure",0,0,FALSE,"Low"
"327",420,"sample-430","14B","B.14B.1","Facility 2",2022,"Summer","During","Post-Pasteurization ","FPE Structure",40,1.60205999132796,FALSE,"Low"
"328",427,"sample-437","24B","B.24B.1","Facility 2",2022,"Summer","During","Filling","Non-FPE Structure",5,0.698970004336019,FALSE,"Low"
"329",428,"sample-438","25B","B.25B.1","Facility 2",2022,"Summer","During","Warehouse","Fan/Vent",720,2.85733249643127,FALSE,"Low"
"330",430,"sample-440","26B","B.26B.1","Facility 2",2022,"Summer","During","Warehouse","Door",600,2.77815125038364,FALSE,"Low"
"331",435,"sample-445","31A","B.31A.1","Facility 2",2022,"Summer","Before","Warehouse","Forklift/Pallet Jack",675,2.82930377283102,TRUE,"Low"
"332",436,"sample-446","32A","B.32A.1","Facility 2",2022,"Summer","Before","Warehouse","Forklift/Pallet Jack",490,2.69019608002851,TRUE,"Low"
"333",437,"sample-447","32B","B.32B.1","Facility 2",2022,"Summer","During","Warehouse","Forklift/Pallet Jack",890,2.94939000664491,FALSE,"Low"
"334",440,"sample-450","4A","B.04A.1","Facility 2",2022,"Summer","Before","Raw","Cleaning Tools",50,1.69897000433602,TRUE,"Low"
"335",441,"sample-451","4B","B.04B.1","Facility 2",2022,"Summer","During","Raw","Cleaning Tools",30,1.47712125471966,FALSE,"Low"
"336",442,"sample-452","5B","B.05B.1","Facility 2",2022,"Summer","During","Raw","Door",290,2.46239799789896,FALSE,"Low"
"337",443,"sample-453","6B","B.06B.1","Facility 2",2022,"Summer","During","Raw","Floor Object",0,0,FALSE,"Low"
"338",444,"sample-454","7B","B.07B.1","Facility 2",2022,"Summer","During","Raw","Drain",0,0,FALSE,"Low"
"339",445,"sample-455","9B","B.09B.1","Facility 2",2022,"Summer","During","Raw","Cart/Rolling Bins",5,0.698970004336019,FALSE,"Low"
"340",446,"sample-457","1","NL.01.1","Facility 3",2022,"Summer","During","Raw","Floor Object",600,2.77815125038364,TRUE,"Low"
"341",452,"sample-463","17","NL.17.1","Facility 3",2022,"Summer","During","Post-Pasteurization ","Hose",395,2.59659709562646,TRUE,"Low"
"342",457,"sample-468","25","NL.25.1","Facility 3",2022,"Summer","During","Filling","Non-FPE Structure",80,1.90308998699194,TRUE,"Low"
"343",463,"sample-474","36","NL.36.1","Facility 3",2022,"Summer","During","Filling","FPE Structure",720,2.85733249643127,TRUE,"Low"
"344",467,"sample-478","41","NL.41.1","Facility 3",2022,"Summer","During","Filling","Conveyor",1000,3,TRUE,"Low"
"345",479,"sample-490","24","WS.24.1","Facility 1",2022,"Summer","During","Post-Pasteurization ","Floor Object",885,2.94694327069783,TRUE,"Low"
"346",485,"sample-496","30","WS.30.1","Facility 1",2022,"Summer","During","Post-Pasteurization ","Cart/Rolling Bins",665,2.8228216453031,FALSE,"Low"
"347",497,"sample-508","47","WS.47.1","Facility 1",2022,"Summer","During","Warehouse","Door",400,2.60205999132796,FALSE,"Low"
"348",498,"sample-509","48","WS.48.1","Facility 1",2022,"Summer","During","Warehouse","Door",900,2.95424250943932,FALSE,"Low"
"349",500,"sample-511","50","WS.50.1","Facility 1",2022,"Summer","During","Warehouse","Fan/Vent",635,2.80277372529198,TRUE,"Low"
"350",503,"sample-514","7","WS.07.1","Facility 1",2022,"Summer","During","Warehouse","Door",0,0,FALSE,"Low"
"351",10,"sample-10","13","B.13.2","Facility 2",2022,"Fall","During","Post-Pasteurization ","Floor Object",819000,5.91328390176042,TRUE,"High"
"352",11,"sample-11","13","B.13.4","Facility 2",2023,"Spring","During","Post-Pasteurization ","Floor Object",4640000,6.66651798055488,TRUE,"High"
"353",13,"sample-13","15","B.15.2","Facility 2",2022,"Fall","During","Filling","Conveyor",3200000,6.50514997831991,TRUE,"High"
"354",14,"sample-14","15","B.15.4","Facility 2",2023,"Spring","During","Filling","Conveyor",2.35e+08,8.37106786227174,TRUE,"High"
